Supplier Type,Supplier Department,Supplier Role Title,Supplier Role Description,Benchmark Department,Benchmark Role Title,Benchmark Role Description,Benchmark Avg Rate,Confidence Score,Fully Loaded Rate,Rate Difference,Years of Experience,Estimated Hours,Currency,Total Rate,Threshold,Total Cost Difference
158866,content creation,chief content officer,"chief content officer responsible developing overseeing content strategy execution across various marketing channels. lead content creation, ensure consistency brand messaging, drive engagement target audiences. collaborate cross-functional team stakeholder align content marketing goal achieve business objectives.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.46905378,448,166.0,,1800,USD,806400,Low,298800.0
158866,commerce strategy,sr. strategy associate,"senior strategy associate contribute development execution marketing strategies. conduct research, analyze data, provide insight support strategic decision-making. work closely senior strategists, collaborate cross-functional teams, assist driving business growth success effective marketing initiatives.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.46839103,175,55.0,,1800,USD,315000,Low,99000.0
158866,marketing analytics,analytics manager,"analytics manager oversee analytics team responsible driving data-driven insight strategies. manage data collection, analysis, reporting processes. collaborate stakeholder define analytics goals, develop measurement frameworks, guide data-driven decision-making. also stay updated industry trend emerging analytics technologies.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.46838593,200,60.0,,1800,USD,360000,Low,108000.0
158866,business strategy,chief marketing officer,"chief marketing officer (cmo) responsible overall marketing strategy direction company. provide leadership, set marketing objectives, oversee implementation marketing initiatives. collaborate senior management, stakeholders, cross-functional team drive business growth achieve marketing excellence.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.46793023,510,105.0,,1800,USD,918000,Low,189000.0
158866,medium planning buying,sem specialist,"sem specialist manage search engine marketing (sem) campaigns, including pay-per-click (ppc) advertising. conduct keyword research, create ad campaigns, monitor performance, optimize campaign maximum roi. collaborate cross-functional team utilize analytics drive targeted traffic conversions.",social medium service,senior social medium strategist,"develops advanced social medium strategies, conduct social medium audits, provides strategic guidance social medium campaigns.",164.0,0.46643645,127,-37.0,,1800,USD,228600,Low,0.0
158866,marketing analytics,analytics manager,"analytics manager oversee analytics team responsible driving data-driven insight strategies. manage data collection, analysis, reporting processes. collaborate stakeholder define analytics goals, develop measurement frameworks, guide data-driven decision-making. also stay updated industry trend emerging analytics technologies.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.4657561,200,-82.0,,1800,USD,360000,Low,0.0
158866,medium planning buying,sem specialist,"sem specialist manage search engine marketing (sem) campaigns, including pay-per-click (ppc) advertising. conduct keyword research, create ad campaigns, monitor performance, optimize campaign maximum roi. collaborate cross-functional team utilize analytics drive targeted traffic conversions.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.46416757,127,-155.0,,1800,USD,228600,Low,0.0
158866,marketing analytics,analytics director,"analytics director lead analytics function within marketing company. develop execute analytics strategies, oversee data analysis reporting, provide guidance data-driven decision-making. collaborate stakeholder identify business requirements, define kpis, deliver actionable insight drive business growth optimize marketing efforts.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.4629192,287,167.0,,1800,USD,516600,Low,300600.0
158866,design service,lead designer,"lead designer lead design team oversee design process marketing materials. provide creative direction, ensure design quality, guide execution visual elements. collaborate stakeholder align design marketing goals, brand guidelines, user preferences. also mentor support team member foster professional growth development.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.46194583,176,30.5,,1800,USD,316800,Low,54900.0
158866,commerce strategy,sr. strategy associate,"senior strategy associate contribute development execution marketing strategies. conduct research, analyze data, provide insight support strategic decision-making. work closely senior strategists, collaborate cross-functional teams, assist driving business growth success effective marketing initiatives.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.4604133,175,29.5,,1800,USD,315000,Low,53100.0
158866,content creation,content producer,"content producer oversee end-to-end production process content assets. manage timelines, budgets, resource ensure successful execution content projects. collaborate creative teams, writers, external vendor bring content idea life deliver compelling impactful content resonates target audience.",social medium service,blogger,"creates maintains blog content, writes article posts, manages blog engagement promotion.",111.5,0.45984533,166,54.5,,1800,USD,298800,Low,98100.0
158866,pr service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.45877552,266,-36.5,,1800,USD,478800,Low,0.0
158866,marketing analytics,analytics manager,"analytics manager oversee analytics team responsible driving data-driven insight strategies. manage data collection, analysis, reporting processes. collaborate stakeholder define analytics goals, develop measurement frameworks, guide data-driven decision-making. also stay updated industry trend emerging analytics technologies.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.45838937,200,54.5,,1800,USD,360000,Low,98100.0
158866,commerce strategy,group head,"group head oversee group account project within marketing company. provide leadership, strategic guidance, ensure successful delivery client services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.45784155,326,23.5,,1800,USD,586800,Low,42300.0
158866,commerce strategy,e-commerce director,"e-commerce director lead e-commerce function within marketing company. develop implement e-commerce strategies, oversee online sale channels, drive revenue growth online platforms. collaborate cross-functional team optimize user experience, increase conversion rates, achieve e-commerce objectives.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.45683786,219,-186.0,,1800,USD,394200,Low,0.0
158866,marketing analytics,analytics director,"analytics director lead analytics function within marketing company. develop execute analytics strategies, oversee data analysis reporting, provide guidance data-driven decision-making. collaborate stakeholder identify business requirements, define kpis, deliver actionable insight drive business growth optimize marketing efforts.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.4567047,287,103.5,,1800,USD,516600,Low,186300.0
158866,marketing analytics,analytics director,"analytics director lead analytics function within marketing company. develop execute analytics strategies, oversee data analysis reporting, provide guidance data-driven decision-making. collaborate stakeholder identify business requirements, define kpis, deliver actionable insight drive business growth optimize marketing efforts.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.45643443,287,129.0,,1800,USD,516600,Low,232200.0
158866,commerce strategy,head commerce,"head commerce responsible overseeing aspect company's commerce operations. develop execute commerce strategies, manage online sale channels, drive revenue growth e-commerce initiatives. collaborate cross-functional team optimize user experience, increase conversion rates, achieve commerce objectives.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.45642096,297,-108.0,,1800,USD,534600,Low,0.0
158866,market research,senior research supervisor,"senior research supervisor oversee marketing research activity within company. design research studies, analyze data, provide strategic insight recommendations. collaborate stakeholder understand research objective deliver actionable finding drive marketing success.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.45611867,187,35.5,,1800,USD,336600,Low,63900.0
158866,content creation,chief content officer,"chief content officer responsible developing overseeing content strategy execution across various marketing channels. lead content creation, ensure consistency brand messaging, drive engagement target audiences. collaborate cross-functional team stakeholder align content marketing goal achieve business objectives.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.45587885,448,199.0,,1800,USD,806400,Low,358200.0
158866,business strategy,junior account planner,"junior account planner support development marketing strategy plans. conduct market research, analyze consumer insights, assist creating targeted marketing campaigns. collaborate account planner stakeholder align marketing effort business goal customer needs.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.45571756,137,-14.5,,1800,USD,246600,Low,0.0
158866,technology solution,technology chief,"technology chief provide strategic direction leadership technology-related initiative within marketing company. oversee development implementation technology solutions, infrastructure management, digital transformation projects. collaborate stakeholder align technology strategy business goal drive innovation efficiency.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.4549583,423,85.5,,1800,USD,761400,Low,153900.0
158866,marketing analytics,digital metric analyst,"digital metric analyst focus measuring analyzing digital marketing performance. track interpret digital metric website traffic, conversion rates, engagement metrics. provide insight optimize digital campaigns, improve user experience, enhance overall digital marketing effectiveness.",social medium service,social medium analyst,"analyzes social medium data metrics, provides insight recommendations, optimizes social medium performance.",114.5,0.45430022,146,31.5,,1800,USD,262800,Low,56700.0
158866,content creation,chief content officer,"chief content officer responsible developing overseeing content strategy execution across various marketing channels. lead content creation, ensure consistency brand messaging, drive engagement target audiences. collaborate cross-functional team stakeholder align content marketing goal achieve business objectives.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.45241895,448,208.5,,1800,USD,806400,Low,375300.0
158866,design service,lead designer,"lead designer lead design team oversee design process marketing materials. provide creative direction, ensure design quality, guide execution visual elements. collaborate stakeholder align design marketing goals, brand guidelines, user preferences. also mentor support team member foster professional growth development.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.45220447,176,-7.5,,1800,USD,316800,Low,0.0
158866,account service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.45183536,202,-100.5,,1800,USD,363600,Low,0.0
158866,commerce strategy,e-commerce director,"e-commerce director lead e-commerce function within marketing company. develop implement e-commerce strategies, oversee online sale channels, drive revenue growth online platforms. collaborate cross-functional team optimize user experience, increase conversion rates, achieve e-commerce objectives.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.45183396,219,99.0,,1800,USD,394200,Low,178200.0
158866,customer experience,user experience planner,"user experience planner responsible strategizing planning user experience across digital platforms. conduct research, analyze user behavior, develop user journey map information architecture. collaborate designers, developers, stakeholder align ux strategy business objective create engaging intuitive user experiences.",medium service,medium planner,"develops medium plans, conduct medium research analysis, negotiates medium buy placements.",117.0,0.45156157,172,55.0,,1800,USD,309600,Low,99000.0
158866,content creation,chief content officer,"chief content officer responsible developing overseeing content strategy execution across various marketing channels. lead content creation, ensure consistency brand messaging, drive engagement target audiences. collaborate cross-functional team stakeholder align content marketing goal achieve business objectives.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.45019597,448,296.5,,1800,USD,806400,Low,533700.0
158866,marketing analytics,analytics director,"analytics director lead analytics function within marketing company. develop execute analytics strategies, oversee data analysis reporting, provide guidance data-driven decision-making. collaborate stakeholder identify business requirements, define kpis, deliver actionable insight drive business growth optimize marketing efforts.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.4483703,287,141.5,,1800,USD,516600,Low,254700.0
158866,medium planning buying,sem specialist,"sem specialist manage search engine marketing (sem) campaigns, including pay-per-click (ppc) advertising. conduct keyword research, create ad campaigns, monitor performance, optimize campaign maximum roi. collaborate cross-functional team utilize analytics drive targeted traffic conversions.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.44821173,127,-18.5,,1800,USD,228600,Low,0.0
158866,commerce strategy,sr. strategy associate,"senior strategy associate contribute development execution marketing strategies. conduct research, analyze data, provide insight support strategic decision-making. work closely senior strategists, collaborate cross-functional teams, assist driving business growth success effective marketing initiatives.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.44810253,175,-162.5,,1800,USD,315000,Low,0.0
158866,business strategy,chief marketing officer,"chief marketing officer (cmo) responsible overall marketing strategy direction company. provide leadership, set marketing objectives, oversee implementation marketing initiatives. collaborate senior management, stakeholders, cross-functional team drive business growth achieve marketing excellence.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.44783553,510,172.5,,1800,USD,918000,Low,310500.0
158866,medium planning buying,sem specialist,"sem specialist manage search engine marketing (sem) campaigns, including pay-per-click (ppc) advertising. conduct keyword research, create ad campaigns, monitor performance, optimize campaign maximum roi. collaborate cross-functional team utilize analytics drive targeted traffic conversions.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.44762784,127,-210.5,,1800,USD,228600,Low,0.0
158866,marketing analytics,digital metric analyst,"digital metric analyst focus measuring analyzing digital marketing performance. track interpret digital metric website traffic, conversion rates, engagement metrics. provide insight optimize digital campaigns, improve user experience, enhance overall digital marketing effectiveness.",medium service,digital medium director,"set digital medium strategy, oversees digital medium campaigns, drive online advertising engagement initiatives.",259.5,0.4467766,146,-113.5,,1800,USD,262800,Low,0.0
158866,account service,chief customer officer,"chief customer officer responsible developing implementing strategy enhance customer experience satisfaction. lead customer-centric initiatives, gather customer insights, drive customer-focused decision-making across organization. work closely cross-functional team align business objective customer need foster long-term customer loyalty.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.44615918,449,167.0,,1800,USD,808200,Low,300600.0
158866,business strategy,chief marketing officer,"chief marketing officer (cmo) responsible overall marketing strategy direction company. provide leadership, set marketing objectives, oversee implementation marketing initiatives. collaborate senior management, stakeholders, cross-functional team drive business growth achieve marketing excellence.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.44603574,510,228.0,,1800,USD,918000,Low,410400.0
158866,business strategy,junior account planner,"junior account planner support development marketing strategy plans. conduct market research, analyze consumer insights, assist creating targeted marketing campaigns. collaborate account planner stakeholder align marketing effort business goal customer needs.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.44416362,137,-268.0,,1800,USD,246600,Low,0.0
158866,pr service,account management executive,"account management executive support account management team maintaining client relationship meeting needs. assist project coordination, communication clients, ensuring timely delivery services. may also participate account planning contribute client strategy development.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.4439115,140,-162.5,,1800,USD,252000,Low,0.0
158866,technology solution,technology chief,"technology chief provide strategic direction leadership technology-related initiative within marketing company. oversee development implementation technology solutions, infrastructure management, digital transformation projects. collaborate stakeholder align technology strategy business goal drive innovation efficiency.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.44379032,423,18.0,,1800,USD,761400,Low,32400.0
158866,commerce strategy,head commerce,"head commerce responsible overseeing aspect company's commerce operations. develop execute commerce strategies, manage online sale channels, drive revenue growth e-commerce initiatives. collaborate cross-functional team optimize user experience, increase conversion rates, achieve commerce objectives.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.4428204,297,111.5,,1800,USD,534600,Low,200700.0
158866,content creation,chief content officer,"chief content officer responsible developing overseeing content strategy execution across various marketing channels. lead content creation, ensure consistency brand messaging, drive engagement target audiences. collaborate cross-functional team stakeholder align content marketing goal achieve business objectives.",social medium service,associate director social medium communication,"assist developing social medium communication strategies, manages social medium content campaigns, support social medium team achieving objectives.",214.5,0.4425086,448,233.5,,1800,USD,806400,Low,420300.0
158866,marketing analytics,marketing data analyst,"marketing data analyst collect, analyze, interpret marketing data generate insight support decision-making. use statistical technique data visualization tool identify trends, measure campaign effectiveness, provide recommendation marketing strategies. work closely stakeholder understand data requirement contribute data-driven marketing initiatives.",social medium service,social medium analyst,"analyzes social medium data metrics, provides insight recommendations, optimizes social medium performance.",114.5,0.44250572,132,17.5,,1800,USD,237600,Low,31500.0
158866,customer experience,user experience writer,"user experience writer focus crafting clear concise content enhances user experience. develop user interface (ui) copy, product descriptions, instructional content, more. collaborate ux designers, researchers, developer ensure cohesive user-friendly interaction digital product services.",social medium service,social medium copywriter,"creates compelling engaging social medium content, writes copy social medium posts, ensures brand consistency.",139.0,0.44128814,130,-9.0,,1800,USD,234000,Low,0.0
158866,commerce strategy,senior head commerce,"senior head commerce lead manage team responsible company's commerce operations. provide strategic direction, oversee commerce strategies, ensure effective execution e-commerce initiatives. collaborate cross-functional team drive revenue growth, optimize user experience, achieve commerce objectives.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.44085056,434,248.5,,1800,USD,781200,Low,447300.0
158866,commerce strategy,sr. strategy associate,"senior strategy associate contribute development execution marketing strategies. conduct research, analyze data, provide insight support strategic decision-making. work closely senior strategists, collaborate cross-functional teams, assist driving business growth success effective marketing initiatives.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.4401931,175,-107.0,,1800,USD,315000,Low,0.0
158866,marketing analytics,analytics manager,"analytics manager oversee analytics team responsible driving data-driven insight strategies. manage data collection, analysis, reporting processes. collaborate stakeholder define analytics goals, develop measurement frameworks, guide data-driven decision-making. also stay updated industry trend emerging analytics technologies.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.43972823,200,42.0,,1800,USD,360000,Low,75600.0
158866,account service,group account head,"group account head lead group account responsible overall account management. develop implement account strategies, oversee client relationships, ensure client satisfaction. collaborate internal team deliver integrated solutions, drive revenue growth, maintain high level client service.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.4389005,315,129.5,,1800,USD,567000,Low,233100.0
158866,design service,senior art director,"senior art director lead art direction marketing campaigns. develop visual concepts, provide creative guidance, ensure quality effectiveness designs. collaborate cross-functional team execute creative strategy deliver visually compelling material resonate target audience.",social medium service,senior social medium strategist,"develops advanced social medium strategies, conduct social medium audits, provides strategic guidance social medium campaigns.",164.0,0.43644464,233,69.0,,1800,USD,419400,Low,124200.0
158866,marketing analytics,marketing data analyst,"marketing data analyst collect, analyze, interpret marketing data generate insight support decision-making. use statistical technique data visualization tool identify trends, measure campaign effectiveness, provide recommendation marketing strategies. work closely stakeholder understand data requirement contribute data-driven marketing initiatives.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.4330918,132,12.0,,1800,USD,237600,Low,21600.0
158866,marketing analytics,digital metric analyst,"digital metric analyst focus measuring analyzing digital marketing performance. track interpret digital metric website traffic, conversion rates, engagement metrics. provide insight optimize digital campaigns, improve user experience, enhance overall digital marketing effectiveness.",medium service,medium research analyst,"conduct medium research, analyzes audience market data, generates report recommendation medium campaigns.",104.0,0.4327079,146,42.0,,1800,USD,262800,Low,75600.0
158866,marketing analytics,analytics director,"analytics director lead analytics function within marketing company. develop execute analytics strategies, oversee data analysis reporting, provide guidance data-driven decision-making. collaborate stakeholder identify business requirements, define kpis, deliver actionable insight drive business growth optimize marketing efforts.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.43125337,287,47.5,,1800,USD,516600,Low,85500.0
158866,technology solution,head technology,"head technology oversees technology department within marketing company. provide leadership, set technology strategies, manage technology-related operation initiatives. collaborate cross-functional team support business objectives, drive digital transformation, ensure effective use technology resources.",medium service,digital medium director,"set digital medium strategy, oversees digital medium campaigns, drive online advertising engagement initiatives.",259.5,0.43074152,282,22.5,,1800,USD,507600,Low,40500.0
158866,business strategy,chief marketing officer,"chief marketing officer (cmo) responsible overall marketing strategy direction company. provide leadership, set marketing objectives, oversee implementation marketing initiatives. collaborate senior management, stakeholders, cross-functional team drive business growth achieve marketing excellence.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.43070573,510,390.0,,1800,USD,918000,Low,702000.0
158866,design service,creative writer,"creative writer develop engaging persuasive written content various marketing materials. write copy advertisements, articles, social medium posts, more. collaborate designers, strategists, team member create compelling narrative communicate brand message effectively.",social medium service,director social medium communication,"set social medium communication strategy, oversees social medium campaigns, ensures effective brand messaging engagement social platforms.",272.0,0.42974424,151,-121.0,,1800,USD,271800,Low,0.0
158866,marketing analytics,analytics director,"analytics director lead analytics function within marketing company. develop execute analytics strategies, oversee data analysis reporting, provide guidance data-driven decision-making. collaborate stakeholder identify business requirements, define kpis, deliver actionable insight drive business growth optimize marketing efforts.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.42918092,287,-118.0,,1800,USD,516600,Low,0.0
158866,pr service,account management executive,"account management executive support account management team maintaining client relationship meeting needs. assist project coordination, communication clients, ensuring timely delivery services. may also participate account planning contribute client strategy development.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.4288031,140,-142.0,,1800,USD,252000,Low,0.0
158866,design service,graphic designer,"graphic designer create visual design marketing materials. use design software develop layouts, typography, visual element align brand guideline marketing objectives. collaborate cross-functional team translate idea visually appealing impactful design resonate target audience.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.42788607,139,19.0,,1800,USD,250200,Low,34200.0
158866,design service,senior art director,"senior art director lead art direction marketing campaigns. develop visual concepts, provide creative guidance, ensure quality effectiveness designs. collaborate cross-functional team execute creative strategy deliver visually compelling material resonate target audience.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.42774788,233,49.5,,1800,USD,419400,Low,89100.0
158866,content creation,chief content officer,"chief content officer responsible developing overseeing content strategy execution across various marketing channels. lead content creation, ensure consistency brand messaging, drive engagement target audiences. collaborate cross-functional team stakeholder align content marketing goal achieve business objectives.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.42679262,448,145.5,,1800,USD,806400,Low,261900.0
158866,pr service,senior account group supervisor,"senior account group supervisor oversee group account within marketing company. provide strategic guidance, foster client relationships, ensure successful execution account services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.42653564,376,190.5,,1800,USD,676800,Low,342900.0
158866,commerce strategy,e-commerce director,"e-commerce director lead e-commerce function within marketing company. develop implement e-commerce strategies, oversee online sale channels, drive revenue growth online platforms. collaborate cross-functional team optimize user experience, increase conversion rates, achieve e-commerce objectives.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.42600435,219,33.5,,1800,USD,394200,Low,60300.0
158866,commerce strategy,senior head commerce,"senior head commerce lead manage team responsible company's commerce operations. provide strategic direction, oversee commerce strategies, ensure effective execution e-commerce initiatives. collaborate cross-functional team drive revenue growth, optimize user experience, achieve commerce objectives.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.4256907,434,194.5,,1800,USD,781200,Low,350100.0
158866,commerce strategy,head commerce,"head commerce responsible overseeing aspect company's commerce operations. develop execute commerce strategies, manage online sale channels, drive revenue growth e-commerce initiatives. collaborate cross-functional team optimize user experience, increase conversion rates, achieve commerce objectives.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.42552724,297,57.5,,1800,USD,534600,Low,103500.0
158866,commerce strategy,senior head commerce,"senior head commerce lead manage team responsible company's commerce operations. provide strategic direction, oversee commerce strategies, ensure effective execution e-commerce initiatives. collaborate cross-functional team drive revenue growth, optimize user experience, achieve commerce objectives.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.42511863,434,185.0,,1800,USD,781200,Low,333000.0
158866,marketing analytics,sr. associate,"senior associate contribute various marketing project initiatives. may assist research, data analysis, campaign planning, task assigned. work closely team member support project execution achieve project objectives.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.42402542,169,-14.5,,1800,USD,304200,Low,0.0
158866,design service,senior art director,"senior art director lead art direction marketing campaigns. develop visual concepts, provide creative guidance, ensure quality effectiveness designs. collaborate cross-functional team execute creative strategy deliver visually compelling material resonate target audience.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.42398706,233,-16.0,,1800,USD,419400,Low,0.0
158866,account service,client service director,"client service director oversees client service department ensures delivery exceptional service clients. collaborate client understand goals, develop strategic plans, lead execution projects. also manage client budgets, drive account growth, foster strong client relationships.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.42388514,491,307.5,,1800,USD,883800,Low,553500.0
158866,design service,creative writer,"creative writer develop engaging persuasive written content various marketing materials. write copy advertisements, articles, social medium posts, more. collaborate designers, strategists, team member create compelling narrative communicate brand message effectively.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.42327765,151,-32.5,,1800,USD,271800,Low,0.0
158866,design service,senior art director,"senior art director lead art direction marketing campaigns. develop visual concepts, provide creative guidance, ensure quality effectiveness designs. collaborate cross-functional team execute creative strategy deliver visually compelling material resonate target audience.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.42300075,233,47.5,,1800,USD,419400,Low,85500.0
158866,commerce strategy,group head,"group head oversee group account project within marketing company. provide leadership, strategic guidance, ensure successful delivery client services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.4228024,326,140.5,,1800,USD,586800,Low,252900.0
158866,pr service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.4215562,266,26.5,,1800,USD,478800,Low,47700.0
158866,customer experience,innovation manager,"innovation manager drive innovation within marketing company. identify emerging trends, technologies, opportunity enhance marketing strategy initiatives. collaborate cross-functional team foster culture innovation, facilitate idea generation, implement innovative solution differentiate company drive business growth.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.4209671,205,65.0,,1800,USD,369000,Low,117000.0
158866,marketing analytics,analytics manager,"analytics manager oversee analytics team responsible driving data-driven insight strategies. manage data collection, analysis, reporting processes. collaborate stakeholder define analytics goals, develop measurement frameworks, guide data-driven decision-making. also stay updated industry trend emerging analytics technologies.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.42059594,200,-137.5,,1800,USD,360000,Low,0.0
158866,account service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.420451,202,-37.5,,1800,USD,363600,Low,0.0
158866,account service,account management executive,"account management executive support account management team maintaining client relationship meeting needs. assist project coordination, communication clients, ensuring timely delivery services. may also participate account planning contribute client strategy development.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.42039207,116,-186.5,,1800,USD,208800,Low,0.0
158866,customer experience,user experience planner,"user experience planner responsible strategizing planning user experience across digital platforms. conduct research, analyze user behavior, develop user journey map information architecture. collaborate designers, developers, stakeholder align ux strategy business objective create engaging intuitive user experiences.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.41994312,172,20.5,,1800,USD,309600,Low,36900.0
